pathway	pval	padj	ES	NES	nMoreExtreme	size
TABULA_MURIS_SENIS_MARROW_GRANULOCYTOPOIETIC_CELL_AGEING	0.00202839756592292	0.00428265524625268	0.301977740411562	2.88059575835858	0	65
TABULA_MURIS_SENIS_MARROW_HEMATOPOIETIC_PRECURSOR_CELL_AGEING	0.482965931863727	0.553511517416856	0.109291772397869	0.967845135493435	240	56
TABULA_MURIS_SENIS_MARROW_HEMATOPOIETIC_STEM_CELL_AGEING	0.00198412698412698	0.00428265524625268	0.258471723006277	7.48026867246187	0	653
TABULA_MURIS_SENIS_MARROW_IMMATURE_B_CELL_AGEING	0.00205761316872428	0.00428265524625268	0.33981286360116	5.83846240536049	0	216
TABULA_MURIS_SENIS_MARROW_LATE_PRO_B_CELL_AGEING	0.00210526315789474	0.00428265524625268	0.335928855505461	5.90858954491587	0	229
TABULA_MURIS_SENIS_MARROW_MACROPHAGE_AGEING	0.0019723865877712	0.00428265524625268	0.345631519279754	5.04044465653689	0	153
TABULA_MURIS_SENIS_MARROW_MATURE_ALPHA_BETA_T_CELL_AGEING	0.00204498977505112	0.00428265524625268	0.0887683505046581	2.32825700526745	0	540
TABULA_MURIS_SENIS_MARROW_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_CELL_AGEING	0.00201612903225806	0.00428265524625268	0.432050474678398	2.62616811470407	0	27
TABULA_MURIS_SENIS_MARROW_MONOCYTE_AGEING	0.00193423597678917	0.00428265524625268	0.341086613054979	2.40981714835041	0	36
TABULA_MURIS_SENIS_MARROW_NAIVE_B_CELL_AGEING	0.00202839756592292	0.00428265524625268	0.26846197687673	5.15462615036636	0	272
TABULA_MURIS_SENIS_MARROW_NAIVE_T_CELL_AGEING	0.077079107505071	0.11073336571151	0.259942803937217	1.50164761099919	37	24
TABULA_MURIS_SENIS_MARROW_PRECURSOR_B_CELL_AGEING	0.00209643605870021	0.00428265524625268	0.407583105638937	4.84888877595955	0	107
TABULA_MURIS_SENIS_MARROW_PROERYTHROBLAST_AGEING	0.00203665987780041	0.00428265524625268	0.301019613128203	2.67525238296085	0	57
TABULA_MURIS_SENIS_MARROW_PROMONOCYTE_AGEING	0.00203252032520325	0.00428265524625268	0.355472921580528	3.61101185804264	0	73
TABULA_MURIS_SENIS_PANCREAS_ENDOTHELIAL_CELL_AGEING	0.00200803212851406	0.00428265524625268	0.122393463283902	2.37642909971312	0	277
TABULA_MURIS_SENIS_PANCREAS_LEUKOCYTE_AGEING	0.13682092555332	0.189873937502566	0.220529869300427	1.36221080604316	67	28
TABULA_MURIS_SENIS_PANCREAS_PANCREATIC_ALPHA_CELL_AGEING	0.00210084033613445	0.00428265524625268	0.26590993977947	3.09071228632694	0	103
TABULA_MURIS_SENIS_PANCREAS_PANCREATIC_BETA_CELL_AGEING	0.0120967741935484	0.0209553158705701	0.129084811730394	1.87642367615165	5	155
TABULA_MURIS_SENIS_PANCREAS_PANCREATIC_DELTA_CELL_AGEING	0.00199600798403194	0.00428265524625268	0.166604657571999	2.47682981002304	0	164
TABULA_MURIS_SENIS_PANCREAS_PANCREATIC_POLYPEPTIDE_CELL_AGEING	0.00631578947368421	0.0116073968705548	0.168273614914799	2.01629274751608	2	109
