pathway	pval	padj	ES	NES	nMoreExtreme	size
MIR_328_3P_MIR_6395	0.360655737704918	0.463661813425264	0.230890288965096	1.09027283951572	175	15
MIR_450A_1_3P_MIR_450B_3P	0.00210526315789474	0.00680433203877364	-0.210678718516037	-2.30263705626727	0	85
MIR_3473B_MIR_3473E	0.895161290322581	0.929113825717116	0.0689672483263191	0.677691112796971	443	67
MIR_218_1_3P_MIR_496B	0.00408997955010225	0.0120738437403703	-0.20548441381521	-2.12934728785043	1	75
MIR_467C_5P_MIR_467D_5P	0.440881763527054	0.53944652968108	-0.141946526993256	-1.00538256842435	219	35
LET_7A_1_3P_LET_7C_2_3P	0.00196463654223969	0.00680433203877364	-0.242141978406015	-5.99833477305444	0	463
MIR_467B_3P_MIR_467C_3P_MIR_467D_3P_MIR_467E_3P	0.00202020202020202	0.00680433203877364	-0.207756638175296	-4.86138655658931	0	420
MIR_669D_2_3P_MIR_669L_3P	0.00202020202020202	0.00680433203877364	-0.20803017102671	-4.8677870689307	0	420
MIR_376B_5P_MIR_376C_5P	0.19438877755511	0.286432694448727	-0.178081316399073	-1.26131899851411	96	35
MIR_6360	0.0450819672131148	0.0850645728751019	-0.148521853834251	-1.58315405190827	21	79
